trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
76,False,"{'a': 0.5, 'e': 1.7313019390581716}",30,2,-111.7256420896839,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 1}",1
77,False,"{'a': 0.5, 'e': 1.6866250632484399}",25,0,-253.27935815054826,"{0: 9, 1: 5, 2: 6, 3: 1, 4: 4}",0
78,False,"{'a': 0.5, 'e': 1.6436554898093358}",25,0,-187.177085002213,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
79,False,"{'a': 0.5, 'e': 1.6023073225444637}",25,0,-41.011652576426435,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 1.5624999999999998}",20,0,-132.2902854158584,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
81,False,"{'a': 0.5, 'e': 1.5241579027587255}",25,0,-81.63366781864411,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
82,False,"{'a': 0.5, 'e': 1.4872099940511598}",20,0,-99.93802724005242,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
83,False,"{'a': 0.5, 'e': 1.4515894904920887}",20,0,-128.98758216241848,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
84,False,"{'a': 0.5, 'e': 1.4172335600907031}",20,0,-205.77783714560707,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
85,False,"{'a': 0.5, 'e': 1.384083044982699}",30,0,-177.2550367875708,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
86,False,"{'a': 0.5, 'e': 1.3520822065981613}",20,15,3.1462571805916073,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 1.321178491214163}",20,0,-64.65732262461661,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
88,False,"{'a': 0.5, 'e': 1.2913223140495869}",30,15,-41.96199498558214,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.5, 'e': 1.2624668602449185}",25,0,-52.94184508860113,"{0: 15, 1: 7, 2: 2, 3: 1, 4: 0}",0
90,False,"{'a': 0.5, 'e': 1.2345679012345678}",20,0,-191.24630167349534,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
91,False,"{'a': 0.5, 'e': 1.2075836251660426}",25,0,-93.89571986019924,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
92,False,"{'a': 0.5, 'e': 1.1814744801512287}",25,0,-92.34380671827441,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
93,False,"{'a': 0.5, 'e': 1.1562030292519365}",25,0,-129.88903982628383,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
94,False,"{'a': 0.5, 'e': 1.131733816206428}",30,0,-81.74643179012888,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
95,False,"{'a': 0.5, 'e': 1.1080332409972298}",20,0,-176.4119054116811,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
96,False,"{'a': 0.5, 'e': 1.0850694444444444}",25,0,-127.64213381205423,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
97,False,"{'a': 0.5, 'e': 1.0628122010840686}",30,0,-90.24298212660932,"{0: 20, 1: 0, 2: 9, 3: 1, 4: 0}",0
98,False,"{'a': 0.5, 'e': 1.0412328196584757}",20,10,-49.958060882106295,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
99,False,"{'a': 0.5, 'e': 1.0203040506070808}",20,0,-119.65173118250834,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
100,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.52951914468204,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.9802960494069208}",35,12,-203.24661117140107,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 3}",1
102,False,"{'a': 0.5, 'e': 0.9611687812379854}",25,0,-156.23185579353643,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.9425959091337544}",25,0,-143.21949753436357,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9245562130177514}",25,0,-289.9983411807189,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 5}",0
105,False,"{'a': 0.5, 'e': 0.9070294784580498}",30,0,-209.58073556370402,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
106,False,"{'a': 0.5, 'e': 0.8899964400142398}",25,0,-54.9419006306409,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.8734387282732116}",20,0,-68.97885386420957,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.8573388203017832}",25,4,-24.460412535813738,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
109,False,"{'a': 0.5, 'e': 0.84167999326656}",25,0,-74.50294260064679,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.8264462809917354}",25,7,-86.90830043092785,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.8116224332440547}",20,0,-69.62997969933856,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.7971938775510203}",25,0,-143.73511467919505,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.7831466833737957}",25,0,-88.29789805753973,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.7694675284702984}",20,0,-118.98261218881926,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.7561436672967863}",30,0,-106.95977062916127,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.7431629013079668}",20,0,-75.27354480758834,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.7305135510263716}",20,0,-54.89644785715894,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.7181844297615628}",20,0,-53.02960436906274,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.706164818868724}",25,9,-31.44184929146782,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.6944444444444444}",30,13,-113.90928301562728,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 2}",1
121,False,"{'a': 0.5, 'e': 0.6830134553650707}",30,8,-26.650774619216378,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.6718624025799517}",20,0,-132.52436145978947,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.6609822195782934}",25,2,-81.1964286611505,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.6503642039542143}",20,0,-69.81728892967116,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.64}",30,19,-3.858672100602889,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.6298815822625345}",30,0,-23.29037107409568,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.62000124000248}",30,0,-114.02903087225381,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",1
128,False,"{'a': 0.5, 'e': 0.6103515625}",20,0,13.979592184181023,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.6009254251547382}",25,0,-95.48669652531618,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.5917159763313609}",30,7,-61.25461619794885,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.5827166249053085}",30,8,-65.52592273670282,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.573921028466483}",25,7,23.98644816333559,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.5653230821414438}",20,12,12.350769901412832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.5569169079973267}",20,0,-7.452634832514461,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.5486968449931412}",25,0,-66.22185180069116,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.5406574394463667}",25,0,-66.43195389425671,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.5327934359848686}",20,7,-46.90035650482653,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.5250997689561016}",20,0,-22.554379379375817,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.5175715542673773}",20,4,-39.331313331812595,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.510204081632653}",30,13,-50.456153804943646,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.5029928072028571}",20,8,-61.25413881887262,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.4959333465582226}",25,10,-63.19927747812923,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
143,False,"{'a': 0.5, 'e': 0.4890214680424471}",25,0,-84.77061372459151,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.4822530864197531}",20,11,10.779948935668447,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.4756242568370987}",20,5,-14.501617969372722,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.4691311690748734}",20,0,-88.00615335203264,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
147,False,"{'a': 0.5, 'e': 0.46277014207043365}",25,0,33.18429004845781,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.4565376186997809}",20,10,-5.879909736976523,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.4504301608035674}",30,0,-0.3696251280708971,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.4444444444444444}",20,10,4.019131598148293,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.4385772553835358}",25,15,18.161869267785168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.4328254847645429}",35,17,15.06172168787394,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.4271861249946602}",30,14,11.050143863134029,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.42165626581210996}",20,7,11.844288404047438,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.4162330905306971}",25,2,-14.481382718749359,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.41091387245233396}",20,0,-20.254854931116625,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.4056959714390036}",25,0,-24.685784292535093,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.40057683063611593}",20,14,10.942390660555791,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.39555397333966213}",25,16,-6.049013684755248,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.39062499999999994}",30,19,19.734456770445355,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.3857875853555032}",20,16,6.614927006238705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.3810394756896814}",20,0,-123.64359606473155,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
163,False,"{'a': 0.5, 'e': 0.37637848620572845}",20,0,-20.686127907227437,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.37180249851278996}",25,0,-23.142036215396633,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.36730945821854905}",25,0,-29.234258260019022,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.3628973726230222}",30,18,-13.255232191512693,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.35856430850873106}",20,2,4.147921159867428,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.3543083900226758}",20,14,14.44394919392661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.35012779664577576}",25,10,25.443643934814865,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.34602076124567477}",25,16,9.000769464200552,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.3419855682090216}",20,9,-0.3643168701231325,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.3380205516495403}",25,17,14.87173732977914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.33412409368839585}",20,12,4.128045250228276,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.33029462280354077}",20,10,8.629231597089415,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.32653061224489793}",20,12,15.220327486548413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.3228305785123967}",20,4,23.46652563989558,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.3191930798940279}",25,6,-27.398252386017646,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.5, 'e': 0.3156167150612296}",20,2,0.12080337070506086,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.3121001217190475}",25,5,15.49430067106234,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.30864197530864196}",25,0,-13.971652820084525,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.3052409877598364}",25,6,-12.232143535207307,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.30189590629151064}",20,0,20.03259080656236,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.2986055122577562}",25,18,13.437903400922432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.2953686200378072}",25,0,5.237199300081091,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.2921840759678597}",25,18,4.013065628069243,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.28905075731298413}",25,13,3.5915201289917826,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.2859675712774171}",20,12,13.824849947860677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.282933454051607}",25,6,1.4978962492933023,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.27994736989445984}",25,4,-7.7991243803211665,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.27700831024930744}",20,8,-20.831606774789044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.27411529289219044}",25,0,-21.70210973964446,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.2712673611111111}",25,12,12.730756786047422,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.26846358291497757}",25,12,24.298005161495922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.26570305027101715}",35,10,-12.077961736090966,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.26298487836949375}",20,15,12.287458767567909,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.2603082049146189}",25,12,12.636893616221634,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.25767218944059367}",25,13,21.86892977603504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.2550760126517702}",20,7,-13.73703109779508,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.252518875785965}",20,14,9.827865585487876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.25}",25,4,19.597487229579325,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.24751862577658965}",25,11,20.95983945439082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.2450740123517302}",25,11,-31.47743582030479,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.5, 'e': 0.242665437161785}",20,12,-37.666021228743794,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.24029219530949636}",25,18,10.62819694333795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.2379535990481856}",20,15,7.996910312274186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.2356489772834386}",25,13,21.654343380756437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.23337767509160076}",25,17,13.981849907902301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.23113905325443784}",25,18,15.400659351810166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.22893248780934505}",25,11,12.677801272762386,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.22675736961451246}",30,6,28.363349543831546,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.22461310392848322}",25,8,7.9740564395465565,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.22249911000355996}",25,10,23.022766148769428,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.2204148206925434}",30,10,21.08837746328567,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.2183596820683029}",20,11,15.944027760208709,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.2163331530557058}",30,8,-2.9014376368792543,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.2143347050754458}",20,8,8.264453292367461,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.21236382169933532}",30,10,11.518956473908991,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.21041999831664}",25,13,19.169150405901416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.20850274181105483}",20,6,2.508483454725695,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.20661157024793386}",20,12,0.5262003531875712,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.20474601257140518}",25,0,28.385834599469373,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.20290560831101367}",25,8,30.086477401872642,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.20108990729755274}",35,18,-5.3045974628668855,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.19929846938775508}",20,9,21.68377186207642,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.19753086419753085}",20,6,3.802933296073121,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.19578667084344892}",20,16,10.046170065467411,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.19406547769217333}",20,8,24.148824525882322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.1923668821175746}",25,7,34.02348697070317,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.19069049026525045}",30,21,15.440260937279461,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.18903591682419657}",20,0,14.388915411920141,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.1874027848053822}",30,5,-32.534013111452765,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.1857907253269917}",30,16,14.687323238226982,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.18419937740610434}",30,24,9.082951909438316,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.1826283877565929}",20,13,-41.80426138173512,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.18107741059302848}",20,6,24.136415558541405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.1795461074403907}",20,3,0.3548538198593201,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.17803414694938488}",20,15,9.235246766384847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.176541204717181}",20,8,22.160044625111443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.17506696311339087}",30,8,40.17843309080237,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.1736111111111111}",30,16,20.77485510829667,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.1721733441228629}",25,11,26.308124794766336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.17075336384126769}",30,12,-6.042489753357362,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.16935087808430285}",20,11,18.904170917703954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.16796560064498792}",25,14,6.728841907315357,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.16659725114535606}",20,9,-25.047134496883046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.16524555489457335}",20,12,16.434472664212684,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.1639102427510695}",20,2,31.096603015970373,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.1625910509885536}",30,13,29.928410597261728,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.16128772116578763}",25,0,22.138296578687672,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.16}",20,10,19.550534235945776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.1587276392438215}",20,0,-14.818232387123478,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.15747039556563364}",25,11,23.25954892006055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.1562280304332203}",25,16,7.519089571161677,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.15500031000062}",25,11,26.702313056991905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.15378700499807763}",25,12,22.48210753659735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.152587890625}",20,11,15.63592213373871,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.15140274644582055}",20,9,1.010985760140464,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.15023135628868456}",35,20,24.311185886019338,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.14907350814686723}",25,0,-45.138034754240955,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.14792899408284022}",30,12,18.168683792510212,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
